,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,Unnamed: 12,Unnamed: 13,Unnamed: 14
72,119,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,4.59,618212906,9780618212903,eng,192,26153,102,6/12/2002,,,,
73,122,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,034541005X,9780345410054,eng,544,69167,4551,9/29/1996,,,,
74,123,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,385732546,9780385732543,eng,291,45,13,9/13/2005,,,,
77,131,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,3.67,325001537,9780325001531,eng,240,10,0,2/7/2000,,,,
78,132,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,3.48,006076287X,9780060762872,eng,336,76,9,5/3/2005,,,,
89,151,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,143035002,9780143035008,eng,838,16643,1851,5/31/2004,,,,
90,152,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,4.05,451528611,9780451528612,eng,960,109420,5696,11/5/2002,Signet,,,
91,153,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.05,140449175,9780140449174,eng,837,2904,309,1/30/2003,Penguin Books,,,
93,155,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,4.05,1593080271,9781593080273,eng,803,9564,726,7/1/2003,,,,
94,156,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,4.05,486437965,9780486437965,eng,752,474,72,11/23/2004,,,,
97,160,Tolstoy: Anna Karenina,Anthony Thorlby,4.19,521313252,9780521313254,eng,128,1204,33,11/26/1987,,,,
98,162,Untouchable,Mulk Raj Anand/E.M. Forster,3.71,140183957,9780140183955,eng,160,3429,279,7/3/1990,Penguin Books,,,
99,163,The Untouchable,John Banville,3.95,679767479,9780679767473,eng,367,2163,216,6/30/1998,Vintage,,,
100,164,The Untouchables,Eliot Ness/Oscar Fraley,3.89,1568491980,9781568491981,eng,256,613,31,2/1/1996,,,,
101,165,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,743270797,9780743270793,en-US,320,308,40,9/27/2005,Scribner,,,
103,168,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,742508803,9780742508804,eng,224,16,4,12/20/2000,,,,
105,177,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4.0,1557344035,9781557344038,eng,48,17,0,9/28/1991,,,,
106,180,Wrinkles in Time,George Smoot/Keay Davidson,4.01,380720442,9780380720446,eng,360,1035,23,10/1/1994,,,,
107,181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,821925326,9780821925324,eng,250,36,6,5/1/2002,,,,
108,182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9780439271691,eng,32,15,0,1/1/2002,,,,
109,201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.0,606105263,9780606105262,spa,205,6,1,6/1/1984,,,,
110,204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,751506435,9780751506433,eng,367,376,17,6/1/1994,,,,
114,213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,1400032490,9781400032495,eng,244,821,78,8/10/2004,,,,
115,214,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,1400032482,9781400032488,eng,215,731,72,3/8/2005,,,,
116,216,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,1400032466,9781400032464,eng,191,2897,178,8/10/2004,,,,
117,230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,679732527,9780679732525,eng,144,98,11,10/3/1990,Vintage,,,
121,245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,811201120,9780811201124,eng,217,981,52,2/1/1964,,,,
128,264,The Portrait of a Lady,Henry James/Patricia Crick,3.78,141439637,9780141439631,eng,797,61640,1951,9/30/2003,,,,
129,269,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9781593080969,eng,635,392,41,1/16/2004,,,,
134,288,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,156656249X,9781566562492,eng,464,35,2,4/1/1998,,,,
135,289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,014019553X,9780140195538,eng,102,328,16,1/1/1998,Penguin Books,,,
140,296,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9781402714573,en-US,213,420,42,10/1/2004,,,,
141,297,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9781416500292,eng,245,5967,276,6/1/2005,,,,
142,298,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,689854684,9780689854682,eng,64,104,14,7/1/2003,,,,
143,299,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,517221144,9780517221143,en-US,272,56,4,9/3/2002,,,,
144,302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9781577658054,eng,232,91,16,1/31/2006,,,,
145,313,100 Years of Lynchings,Ralph Ginzburg,4.61,933121180,9780933121188,eng,270,88,4,11/22/1996,,,,
146,324,Cien años de soledad,Gabriel García Márquez,4.07,785950109,9780785950103,spa,448,63,7,1/1/1990,,,,
147,330,On Beyond Zebra!,Dr. Seuss,4.04,394800842,9780394800844,eng,64,2815,164,9/12/1955,,,,
149,333,The Zebra Wall,Kevin Henkes,3.44,60733039,9780060733032,eng,147,217,24,2/15/2005,,,,
156,357,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,671742515,9780671742515,en-US,307,67803,1401,2/15/1991,Pocket Books,,,
159,367,Douglas Adams's Starship Titanic,Terry Jones,3.6,345368436,9780345368430,eng,256,885,84,10/27/1998,,,,
160,377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,1417622857,9781417622856,eng,336,5,0,7/1/2003,,,,
161,382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,573650969,9780573650963,eng,72,100,13,1/12/2011,,,,
162,385,On Bullshit,Harry G. Frankfurt,3.57,691122946,9780691122946,eng,67,9358,995,1/30/2005,,,,
163,386,Another Bullshit Night in Suck City,Nick Flynn,3.78,393329402,9780393329407,eng,347,9318,907,9/12/2005,,,,
164,394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,671867423,9780671867423,en-US,317,120,15,6/12/1993,,,,
165,397,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,395883970,9780395883976,eng,32,5239,76,2/2/1998,,,,
166,399,Underworld,Don DeLillo,3.92,684848155,9780684848150,eng,827,1505,175,7/9/1998,Scribner,,,
168,403,Americana,Don DeLillo,3.43,140119485,9780140119480,eng,377,393,55,7/6/1989,Penguin Books,,,
169,404,Running Dog,Don DeLillo,3.43,679722947,9780679722946,eng,256,1356,72,7/17/1989,,,,
170,406,Cosmopolis,Don DeLillo,3.22,743244257,9780743244251,eng,224,460,41,4/6/2004,Scribner,,,
171,407,Great Jones Street,Don DeLillo,3.48,140179178,9780140179170,eng,272,2492,145,1/1/1994,Penguin Books,,,
172,408,The Names,Don DeLillo,3.64,679722955,9780679722953,eng,339,3100,212,7/17/1989,Vintage,,,
174,410,V.,Thomas Pynchon,3.96,60930217,9780060930219,eng,547,1415,177,7/5/2005,,,,
175,411,The Crying of Lot 49,Thomas Pynchon,3.69,60931671,9780060931674,eng,152,2161,230,4/1/1999,,,,
176,412,Gravity's Rainbow,Thomas Pynchon,4.01,140283382,9780140283389,eng,784,762,213,1/1/2000,Penguin Books,,,
178,414,Vineland,Thomas Pynchon,3.69,141180633,9780141180632,en-US,385,702,69,9/1/1997,,,,
179,415,Gravity's Rainbow,Thomas Pynchon,4.01,143039946,9780143039945,eng,776,29764,2164,10/31/2006,Penguin Books,,,
181,418,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,140189300,9780140189308,eng,352,2473,220,8/29/1996,,,,
182,420,The Year of Magical Thinking,Joan Didion,3.89,140004314X,9781400043149,en-US,227,2656,336,10/4/2005,,,,
183,421,The White Album,Joan Didion,4.17,374522219,9780374522216,eng,222,11889,738,10/1/1990,,,,
184,422,A Book of Common Prayer,Joan Didion,3.8,679754865,9780679754862,eng,272,2962,255,4/11/1995,,,,
185,423,Where I Was From,Joan Didion,3.86,679752862,9780679752868,eng,240,2842,292,9/14/2004,Vintage,,,
186,424,Slouching Towards Bethlehem,Joan Didion,4.21,374521727,9780374521721,eng,238,26934,1825,10/1/1990,,,,
187,425,Democracy,Joan Didion,3.81,679754857,9780679754855,en-US,234,2070,169,4/25/1995,,,,
188,426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,307264874,9780307264879,eng,1122,1564,108,10/17/2006,,,,
189,428,Play It As It Lays,Joan Didion/David Thomson,3.87,374529949,9780374529949,eng,231,23656,1706,11/15/2005,,,,
190,431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,143039830,9780143039839,eng,308,43200,1873,3/28/2006,,,,
191,432,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,140097317,9780140097313,eng,203,12410,734,4/7/1987,Penguin Books,,,
192,434,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9780140097351,eng,96,3672,195,7/7/1987,Penguin Books,,,
193,435,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,940650762,9780940650763,eng,179,2998,164,11/1/1986,,,,
196,447,Moon Palace,Paul Auster,3.94,140115854,9780140115857,eng,320,16099,503,4/1/1990,Penguin Books,,,
197,453,The Music of Chance,Paul Auster,3.9,140154078,9780140154078,en-US,217,361,36,12/1/1991,Penguin Books,,,
198,454,Travels in the Scriptorium,Paul Auster,3.23,805081453,9780805081459,eng,145,6688,562,1/23/2007,,,,
199,456,Leviathan,Paul Auster,3.96,140178139,9780140178135,eng,275,11744,443,9/1/1993,Penguin Books,,,
202,475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,143036556,9780143036555,eng,608,52522,2780,12/27/2005,,,,
204,477,Collapse of Complex Societies,Joseph A. Tainter,4.15,052138673X,9780521386739,eng,262,719,86,3/29/1990,,,,
205,478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,743203046,9780743203043,eng,544,4762,512,8/7/2001,Simon  Schuster,,,
206,481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,034543871X,9780345438713,eng,272,62,4,1/29/2002,,,,
207,484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,393318281,9780393318289,eng,576,278,20,9/17/1998,,,,
208,493,My Inventions,Nikola Tesla,4.01,1599869942,9781599869940,eng,88,2862,262,5/17/2006,,,,
210,497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,822549204,9780822549208,eng,144,105,5,10/1/1994,,,,
211,498,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,932813860,9780932813862,eng,100,102,2,12/1/2000,,,,
213,515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,974514055,9780974514055,en-US,828,1577,49,10/11/2004,,,,
215,524,Lord of the Flies,William Golding,3.68,307281701,9780307281708,eng,6,408,96,10/11/2005,,,,
217,534,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,60255080,9780060255084,eng,216,1,0,1/1/1989,,,,
219,538,The Lovely Bones,Alice Sebold,3.81,159413023X,9781594130236,en-US,532,367,73,4/1/2004,,,,
220,539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,345360354,9780345360359,eng,224,1371,43,5/13/1990,,,,
224,597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,743264460,9780743264464,eng,245,26381,1109,6/13/2006,Scribner,,,
225,599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,743236017,9780743236010,eng,272,62089,3324,7/2/2004,Scribner,,,
228,639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,802789471,9780802789471,eng,32,1773,274,4/1/2005,,,,
229,642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,688060692,9780688060695,en-GB,408,286,10,11/19/1990,,,,
230,643,Motorcycle Basics Techbook,John Harold Haynes,3.85,185960515X,9781859605158,eng,222,40,2,7/5/2002,,,,
231,650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,1592530877,9781592530878,eng,191,27,0,9/1/2004,,,,
233,656,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,192833987,9780192833983,eng,1392,211671,6245,6/25/1998,,,,
234,658,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,486451380,9780486451381,eng,352,2403,210,9/8/2006,,,,
238,665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,451163931,9780451163936,eng,176,11462,467,11/1/1964,Signet,,,
240,668,We the Living,Ayn Rand/Leonard Peikoff,3.91,451187849,9780451187840,eng,464,23199,1086,1/1/1996,Signet,,,
241,669,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,451147952,9780451147950,eng,340,3501,153,7/15/1986,Signet,,,
245,676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,375755195,9780375755194,eng,192,12180,630,9/17/2002,,,,
247,681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,975599518,9780975599518,en-US,571,1601,284,1/1/2004,,,,
248,685,The Natural,Bernard Malamud/Kevin Baker,3.63,374502005,9780374502003,eng,231,8854,672,7/7/2003,,,,
251,702,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,9780195170139,en-US,528,234,11,10/7/2004,,,,
252,703,The Plot Against America,Philip Roth,3.77,1400079497,9781400079490,eng,391,33321,2925,9/27/2005,,,,
253,707,Naked Pictures of Famous People,Jon   Stewart,3.59,688171621,9780688171629,en-GB,164,8703,417,9/22/1999,,,,
254,759,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,9780060932688,eng,352,6375,179,5/13/2008,,,,
258,765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,9781400034543,eng,533,397,47,10/12/2004,Vintage,,,
260,771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,375708111,9780375708114,eng,425,32569,1058,9/2/2004,,,,
261,775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,086171492X,9780861714926,eng,288,37,6,5/15/2005,,,,
266,815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,618710531,9780618710539,eng,287,6870,237,4/4/2006,Mariner Books,,,
269,822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,60733357,9780060733353,en-US,815,19320,565,6/14/2005,,,,
270,823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,60593083,9780060593087,eng,927,30872,1735,9/21/2004,,,,
272,826,The Big U,Neal Stephenson,3.25,380816032,9780380816033,en-US,308,4657,223,2/6/2001,,,,
277,834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,1880685353,9781880685358,eng,450,1474,30,6/1/2005,,,,
278,835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,1880685337,9781880685334,eng,381,1929,72,12/1/2004,,,,
284,865,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,61122416,9780061122415,eng,197,1631221,55843,5/1/1993,HarperCollins,,,
290,872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,006019250X,9780060192501,en-US,198,251,32,11/1/1998,,,,
292,880,Pompeii,Robert   Harris,3.82,812974611,9780812974614,eng,274,26922,1726,11/8/2005,,,,
294,890,Of Mice and Men,John Steinbeck,3.87,142000671,9780142000670,eng,103,1755253,25554,1/8/2002,Penguin Books,,,
297,903,The Egypt Game,Zilpha Keatley Snyder,3.83,808553038,9780808553038,eng,215,30231,1130,7/7/2009,,,,
298,929,Memoirs of a Geisha,Arthur Golden,4.11,1400096898,9781400096893,eng,503,280309,3703,11/22/2005,,,,
299,930,Memoirs of a Geisha,Arthur Golden,4.11,739326228,9780739326220,eng,434,1301083,19296,11/15/2005,,,,
300,931,Memoirs of a Geisha,Arthur Golden,4.11,99498189,9780099498186,en-US,497,2122,256,12/1/2005,Vintage,,,
301,932,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,1557046832,9781557046833,eng,144,145,8,10/20/2005,,,,
302,933,Memoirs of a Geisha,Arthur Golden,4.11,99771519,9780099771517,eng,497,4189,462,6/4/1998,Vintage,,,
303,935,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,074343059X,9780743430593,eng,334,1556,158,5/6/2003,Pocket Books,,,
305,944,Jungle Love,Margaret Johnson/Philip Prowse,3.41,521750849,9780521750844,eng,95,59,7,8/1/2002,,,,
306,955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,802415318,9780802415318,eng,0,22,4,1/1/2005,,,,
307,960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,1416524797,9781416524793,eng,736,2418736,21303,4/1/2006,Pocket Books,,,
311,969,The Da Vinci Code,Dan Brown,3.84,076792603X,9780767926034,eng,467,1120,105,3/28/2006,,,,
313,975,Deception Point,Dan Brown,3.71,1416524800,9781416524809,eng,736,4919,410,4/1/2006,Pocket Books,,,
319,1007,Think and Grow Rich,Napoleon Hill,4.18,1932429239,9781932429237,eng,368,48,9,8/7/2004,,,,
320,1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,977616657,9780977616657,eng,256,173,14,6/7/2006,,,,
322,1032,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,345479173,9780345479174,en-US,384,12748,948,12/28/2004,,,,
324,1053,The Richest Man in Babylon,George S. Clason,4.26,1419349996,9781419349997,eng,4,86,15,6/17/2005,,,,
325,1059,Shibumi,Trevanian/Gisela Stege,4.21,1400098033,9781400098033,eng,480,9498,637,5/10/2005,,,,
326,1067,1776,David McCullough,4.07,743226720,9780743226721,eng,386,166916,6243,7/4/2006,Simon  Schuster,,,
327,1068,1776,Peter  Stone/Sherman Edwards,4.22,140481397,9780140481396,eng,192,1299,30,11/18/1976,Penguin Books,,,
328,1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,226014908,9780226014906,eng,284,31,5,7/15/2000,,,,
329,1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,9781416500186,eng,418,200744,7656,3/4/2009,,,,
331,1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582,9780060838584,eng,399,190039,4922,7/5/2005,,,,
332,1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,9780141006871,eng,384,811,77,4/4/2002,Penguin Books,,,
335,1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,394720245,9780394720241,eng,1344,11208,1237,7/12/1975,Vintage,,,
336,1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,345480600,9780345480606,eng,320,28,1,7/25/2006,,,,
337,1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,60193395,9780060193393,en-US,201,3877,275,6/10/1999,,,,
339,1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,972018417,9780972018418,eng,405,814,51,11/26/2003,,,,
340,1130,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,471743674,9780471743675,en-US,245,228,16,10/1/2005,,,,
343,1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,679838864,9780679838869,en-US,68,11178,623,2/16/1993,,,,
345,1171,Liar's Poker,Michael   Lewis,4.15,140143459,9780140143454,eng,256,22843,936,10/1/1990,Penguin Books,,,
346,1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,802732291,9780802732293,eng,214,13,1,6/1/1993,,,,
347,1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,1841721476,694055000612,eng,64,8,2,3/1/2001,,,,
352,1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,609609971,9780609609972,eng,304,1426,16,3/25/2003,,,,
