,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,Unnamed: 12,Unnamed: 13,Unnamed: 14
43,72.0,Artesia: Adventures in the Known World,Mark Smylie,4.13,1932386106,9781932386103.0,eng,352.0,52.0,4.0,12/14/2005,Archaia,,,
44,74.0,The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,4.42,374517193,9780374517199.0,eng,416.0,562.0,37.0,6/1/1982,,,,
45,75.0,Uncommon Carriers,John McPhee,3.95,374280398,9780374280390.0,en-US,248.0,1630.0,203.0,5/16/2006,,,,
46,76.0,Heirs of General Practice,John McPhee,4.17,374519749,9780374519742.0,eng,128.0,268.0,22.0,4/1/1986,,,,
47,77.0,The Control of Nature,John McPhee,4.24,374522596,9780374522599.0,en-US,288.0,3498.0,305.0,9/1/1990,,,,
48,78.0,Annals of the Former World,John McPhee,4.34,374518734,9780374518738.0,eng,720.0,3115.0,228.0,1/6/1999,,,,
49,79.0,Coming Into the Country,John McPhee,4.22,374522871,9780374522872.0,eng,448.0,5704.0,261.0,4/1/1991,,,,
50,80.0,La Place de la Concorde Suisse,John McPhee,3.92,374519323,9780374519322.0,fre,160.0,698.0,52.0,4/1/1994,,,,
51,81.0,Giving Good Weight,John McPhee,4.23,374516006,9780374516000.0,eng,288.0,542.0,36.0,4/1/1994,,,,
52,83.0,Rising from the Plains,John McPhee,4.23,374520658,9780374520656.0,eng,208.0,1341.0,98.0,11/1/1987,,,,
53,85.0,The Heidi Chronicles,Wendy Wasserstein,3.75,822205106,9780822205104.0,eng,81.0,1423.0,70.0,3/1/2002,,,,
54,86.0,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.84,679734996,9780679734994.0,eng,249.0,2766.0,64.0,7/2/1991,Vintage,,,
55,89.0,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,3.94,1596670231,9781596670235.0,eng,138.0,31.0,1.0,3/29/2006,Routledge,,,
56,90.0,Simply Beautiful Beaded Jewelry,Heidi Boyd,3.77,1581807740,9781581807745.0,en-US,128.0,62.0,4.0,3/14/2006,,,,
57,91.0,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,4.46,800793617,9780800793616.0,eng,192.0,860.0,53.0,9/1/2003,Chosen Books,,,
58,92.0,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,3.68,871202867,9780871202864.0,en-US,108.0,77.0,2.0,1/28/1997,,,,
59,93.0,Heidi (Heidi  #1-2),Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,3.99,753454947,9780753454947.0,eng,352.0,153317.0,2257.0,11/15/2002,Kingfisher,,,
60,94.0,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,3.25,871209993,9780871209993.0,eng,192.0,55.0,5.0,11/15/2004,ASCD,,,
61,96.0,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,4.46,1852402873,9781852402877.0,eng,192.0,34.0,6.0,4/28/2003,Sovereign World,,,
62,98.0,What to Expect the First Year (What to Expect),Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,3.89,761129588,9780761129585.0,eng,832.0,11797.0,659.0,10/16/2003,,,,
63,99.0,The Player's Handbook: The Ultimate Guide on Dating and Relationships,Heidi Fleiss/Libby Keatinge,3.82,972016414,9780972016414.0,eng,123.0,34.0,8.0,5/10/2004,,,,
64,100.0,Simply Beautiful Beading: 53 Quick and Easy Projects,Heidi Boyd,3.78,1581805632,9781581805635.0,en-US,128.0,78.0,4.0,8/19/2004,,,,
65,103.0,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,3.84,441294677,9780441294671.0,eng,423.0,2785.0,166.0,6/15/1987,Ace Books,,,
66,105.0,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,3.91,441102670,9780441102679.0,eng,436.0,38778.0,568.0,7/1/1987,Ace Books,,,
67,106.0,Dune Messiah (Dune Chronicles #2),Frank Herbert,3.88,441172695,9780441172696.0,eng,331.0,97494.0,2359.0,7/15/1987,Ace Books,,,
68,107.0,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,4.01,765306476,9780765306470.0,en-US,592.0,784.0,21.0,7/1/2004,Tor Books,,,
69,109.0,Heretics of Dune (Dune Chronicles  #5),Frank Herbert,3.86,399128980,9780399128981.0,eng,480.0,272.0,20.0,4/16/1984,Putnam,,,
70,110.0,The Road to Dune,Frank Herbert/Brian Herbert/Kevin J. Anderson,3.88,765353709,9780765353702.0,eng,426.0,4789.0,83.0,8/29/2006,,,,
71,117.0,Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.86,441328008,9780441328000.0,eng,471.0,45388.0,644.0,8/15/1987,Ace Books,,,
72,119.0,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,4.59,618212906,9780618212903.0,eng,192.0,26153.0,102.0,6/12/2002,,,,
73,122.0,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,034541005X,9780345410054.0,eng,544.0,69167.0,4551.0,9/29/1996,,,,
74,123.0,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,385732546,9780385732543.0,eng,291.0,45.0,13.0,9/13/2005,,,,
75,129.0,The Power of One: One Person  One Rule  One Month,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,4.28,785260056,9780785260059.0,en-US,256.0,16.0,1.0,11/1/2004,Thomas Nelson,,,
76,130.0,Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,3.34,471780936,9780471780939.0,eng,205.0,174.0,16.0,5/19/2006,Wiley,,,
77,131.0,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,3.67,325001537,9780325001531.0,eng,240.0,10.0,0.0,2/7/2000,,,,
78,132.0,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,3.48,006076287X,9780060762872.0,eng,336.0,76.0,9.0,5/3/2005,,,,
79,133.0,eBay for Dummies,Marsha Collier,3.5,470045299,9780470045299.0,eng,386.0,111.0,9.0,10/30/2006,Wiley,,,
80,135.0,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,3.62,72262788,9780072262780.0,eng,260.0,24.0,0.0,1/24/2006,McGraw-Hill,,,
81,137.0,Starting an eBay Business for Dummies,Marsha Collier,3.55,764569244,9780764569241.0,eng,384.0,55.0,4.0,9/17/2004,Wiley,,,
82,138.0,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,4.27,471933821,9780471933823.0,eng,260.0,9.0,0.0,6/6/2006,Wiley,,,
83,139.0,ebay Timesaving Techniques for Dummies,Marsha Collier,3.39,764559915,9780764559914.0,en-US,391.0,22.0,1.0,5/31/2004,Wiley,,,
84,140.0,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,3.89,764584383,9780764584381.0,en-US,864.0,17.0,3.0,4/25/2005,Wiley,,,
85,141.0,Ruby Cookbook,Lucas Carlson/Leonard Richardson,3.84,596523696,9780596523695.0,eng,873.0,166.0,4.0,7/29/2006,O'Reilly Media,,,
86,142.0,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,4.12,806523492,9780806523491.0,eng,240.0,50.0,5.0,5/3/2005,Citadel,,,
87,144.0,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4.08,806525363,9780806525365.0,eng,206.0,13.0,2.0,5/3/2005,Citadel,,,
88,147.0,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,3.48,596527314,9780596527310.0,eng,514.0,64.0,1.0,1/1/2007,O'Reilly Media,,,
89,151.0,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,143035002,9780143035008.0,eng,838.0,16643.0,1851.0,5/31/2004,,,,
90,152.0,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,4.05,451528611,9780451528612.0,eng,960.0,109420.0,5696.0,11/5/2002,Signet,,,
91,153.0,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.05,140449175,9780140449174.0,eng,837.0,2904.0,309.0,1/30/2003,Penguin Books,,,
92,154.0,CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman/Leo Tolstoy,3.85,822001837,9780822001836.0,eng,80.0,16.0,3.0,11/26/1965,Cliffs Notes,,,
93,155.0,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,4.05,1593080271,9781593080273.0,eng,803.0,9564.0,726.0,7/1/2003,,,,
94,156.0,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,4.05,486437965,9780486437965.0,eng,752.0,474.0,72.0,11/23/2004,,,,
95,157.0,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,4.05,1593081774,9781593081775.0,eng,803.0,303.0,48.0,8/26/2004,Barnes & Noble,,,
96,159.0,Dinner with Anna Karenina,Gloria Goldreich,2.99,778322270,9780778322276.0,eng,360.0,411.0,65.0,1/28/2006,Mira Books,,,
97,160.0,Tolstoy: Anna Karenina,Anthony Thorlby,4.19,521313252,9780521313254.0,eng,128.0,1204.0,33.0,11/26/1987,,,,
98,162.0,Untouchable,Mulk Raj Anand/E.M. Forster,3.71,140183957,9780140183955.0,eng,160.0,3429.0,279.0,7/3/1990,Penguin Books,,,
99,163.0,The Untouchable,John Banville,3.95,679767479,9780679767473.0,eng,367.0,2163.0,216.0,6/30/1998,Vintage,,,
100,164.0,The Untouchables,Eliot Ness/Oscar Fraley,3.89,1568491980,9781568491981.0,eng,256.0,613.0,31.0,2/1/1996,,,,
101,165.0,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,743270797,9780743270793.0,en-US,320.0,308.0,40.0,9/27/2005,Scribner,,,
102,166.0,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,4.2,932863051,9780932863058.0,eng,100.0,10.0,0.0,1/28/1995,Clarity Press,,,
103,168.0,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,742508803,9780742508804.0,eng,224.0,16.0,4.0,12/20/2000,,,,
104,171.0,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.4,205358624,9780205358625.0,eng,216.0,10.0,0.0,9/22/2003,Pearson,,,
105,177.0,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4.0,1557344035,9781557344038.0,eng,48.0,17.0,0.0,9/28/1991,,,,
106,180.0,Wrinkles in Time,George Smoot/Keay Davidson,4.01,380720442,9780380720446.0,eng,360.0,1035.0,23.0,10/1/1994,,,,
107,181.0,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,821925326,9780821925324.0,eng,250.0,36.0,6.0,5/1/2002,,,,
108,182.0,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9780439271691.0,eng,32.0,15.0,0.0,1/1/2002,,,,
109,201.0,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.0,606105263,9780606105262.0,spa,205.0,6.0,1.0,6/1/1984,,,,
110,204.0,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,751506435,9780751506433.0,eng,367.0,376.0,17.0,6/1/1994,,,,
111,205.0,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,006078671X,9780060786717.0,eng,352.0,3086.0,237.0,1/3/2006,William Morrow,,,
112,207.0,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,743499344,9780743499347.0,en-US,320.0,352.0,44.0,11/1/2005,Atria Books,,,
113,208.0,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,765313405,9780765313409.0,eng,331.0,9852.0,633.0,3/7/2006,Tor Books,,,
114,213.0,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,1400032490,9781400032495.0,eng,244.0,821.0,78.0,8/10/2004,,,,
115,214.0,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,1400032482,9781400032488.0,eng,215.0,731.0,72.0,3/8/2005,,,,
116,216.0,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,1400032466,9781400032464.0,eng,191.0,2897.0,178.0,8/10/2004,,,,
117,230.0,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,679732527,9780679732525.0,eng,144.0,98.0,11.0,10/3/1990,Vintage,,,
118,231.0,I am Charlotte Simmons,Tom Wolfe,3.42,312424442,9780312424442.0,eng,738.0,20888.0,1688.0,8/30/2005,Picador USA,,,
119,237.0,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,806930772,9780806930770.0,eng,48.0,66.0,19.0,10/1/2001,Sterling,,,
120,244.0,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,140366601,9780140366600.0,eng,287.0,81.0,6.0,10/3/1996,Puffin,,,
121,245.0,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,811201120,9780811201124.0,eng,217.0,981.0,52.0,2/1/1964,,,,
122,247.0,Quiet Days in Clichy,Henry Miller,3.69,080213016X,9780802130167.0,eng,154.0,3381.0,141.0,1/13/1994,Grove Press,,,
123,249.0,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,802131786,9780802131782.0,eng,318.0,53206.0,2376.0,1/6/1994,Grove Press,,,
124,250.0,Tropic of Capricorn,Henry Miller,3.78,802151825,9780802151827.0,eng,348.0,14872.0,459.0,1/13/1994,Grove Press,,,
125,251.0,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,802151787,9780802151780.0,eng,316.0,3261.0,58.0,1/13/1994,Grove Press,,,
126,252.0,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,802151809,9780802151803.0,eng,506.0,7805.0,251.0,1/12/1994,Grove Press,,,
127,253.0,The Air-Conditioned Nightmare,Henry Miller,3.83,811201066,9780811201063.0,eng,292.0,2699.0,142.0,1/17/1970,New Directions,,,
128,264.0,The Portrait of a Lady,Henry James/Patricia Crick,3.78,141439637,9780141439631.0,eng,797.0,61640.0,1951.0,9/30/2003,,,,
129,269.0,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9781593080969.0,eng,635.0,392.0,41.0,1/16/2004,,,,
130,277.0,Writing,Marguerite Duras,3.75,1571290532,9781571290533.0,eng,91.0,778.0,44.0,5/6/1999,Brookline Books,,,
131,278.0,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9781565842212.0,eng,192.0,963.0,65.0,8/1/1994,The New Press,,,
132,280.0,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,394743040,9780394743042.0,en-US,181.0,2057.0,128.0,3/12/1986,Pantheon,,,
133,285.0,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9781851681822.0,eng,178.0,203.0,8.0,7/1/1999,One World (UK),,,
134,288.0,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,156656249X,9781566562492.0,eng,464.0,35.0,2.0,4/1/1998,,,,
135,289.0,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,014019553X,9780140195538.0,eng,102.0,328.0,16.0,1/1/1998,Penguin Books,,,
136,290.0,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,394431243,9780394431246.0,eng,216.0,1308.0,82.0,2/21/1995,Knopf,,,
137,291.0,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,806501901,9780806501901.0,eng,132.0,6432.0,517.0,3/3/2003,Citadel,,,
138,292.0,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,067943920X,9780679439202.0,eng,100.0,3015.0,217.0,6/14/2011,Knopf,,,
139,295.0,Treasure Island,Robert Louis Stevenson,3.83,753453800,9780753453803.0,eng,311.0,318753.0,6734.0,9/15/2001,Kingfisher,,,
140,296.0,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9781402714573.0,en-US,213.0,420.0,42.0,10/1/2004,,,,
141,297.0,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9781416500292.0,eng,245.0,5967.0,276.0,6/1/2005,,,,
142,298.0,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,689854684,9780689854682.0,eng,64.0,104.0,14.0,7/1/2003,,,,
143,299.0,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,517221144,9780517221143.0,en-US,272.0,56.0,4.0,9/3/2002,,,,
144,302.0,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9781577658054.0,eng,232.0,91.0,16.0,1/31/2006,,,,
145,313.0,100 Years of Lynchings,Ralph Ginzburg,4.61,933121180,9780933121188.0,eng,270.0,88.0,4.0,11/22/1996,,,,
146,324.0,Cien años de soledad,Gabriel García Márquez,4.07,785950109,9780785950103.0,spa,448.0,63.0,7.0,1/1/1990,,,,
147,330.0,On Beyond Zebra!,Dr. Seuss,4.04,394800842,9780394800844.0,eng,64.0,2815.0,164.0,9/12/1955,,,,
148,332.0,The Wedding Clause,Debbie Raleigh,3.6,821778250,9780821778258.0,eng,256.0,95.0,13.0,6/7/2005,Zebra,,,
149,333.0,The Zebra Wall,Kevin Henkes,3.44,60733039,9780060733032.0,eng,147.0,217.0,24.0,2/15/2005,,,,
150,337.0,El perfume: Historia de un asesino,Patrick Süskind,4.02,8432216062,9788432216060.0,spa,239.0,4136.0,255.0,6/1/2002,Booket,,,
151,348.0,The Door Into Summer,Robert A. Heinlein,4.01,345413997,9780345413994.0,eng,304.0,17232.0,649.0,6/17/1997,Del Rey,,,
152,350.0,Stranger in a Strange Land,Robert A. Heinlein,3.92,441788386,9780441788385.0,eng,528.0,251872.0,6241.0,10/1/1991,Ace,,,
153,354.0,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,441748600,9780441748600.0,en-US,434.0,10293.0,193.0,6/1/1988,Ace Books,,,
154,355.0,Job: A Comedy of Justice,Robert A. Heinlein,3.78,345316509,9780345316509.0,en-US,439.0,15970.0,438.0,10/12/1985,Del Rey,,,
155,356.0,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,765314932,9780765314932.0,eng,256.0,6898.0,200.0,8/8/2006,Tor Books,,,
156,357.0,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,671742515,9780671742515.0,en-US,307.0,67803.0,1401.0,2/15/1991,Pocket Books,,,
157,359.0,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,345455290,9780345455291.0,eng,298.0,22091.0,746.0,4/26/2005,Del Rey,,,
158,362.0,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,345476514,9780345476517.0,eng,368.0,2623.0,49.0,12/27/2005,Del Rey,,,
159,367.0,Douglas Adams's Starship Titanic,Terry Jones,3.6,345368436,9780345368430.0,eng,256.0,885.0,84.0,10/27/1998,,,,
160,377.0,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,1417622857,9781417622856.0,eng,336.0,5.0,0.0,7/1/2003,,,,
161,382.0,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,573650969,9780573650963.0,eng,72.0,100.0,13.0,1/12/2011,,,,
162,385.0,On Bullshit,Harry G. Frankfurt,3.57,691122946,9780691122946.0,eng,67.0,9358.0,995.0,1/30/2005,,,,
163,386.0,Another Bullshit Night in Suck City,Nick Flynn,3.78,393329402,9780393329407.0,eng,347.0,9318.0,907.0,9/12/2005,,,,
164,394.0,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,671867423,9780671867423.0,en-US,317.0,120.0,15.0,6/12/1993,,,,
